row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,20260424_CVOL_Group_03_BB_10mM.mzML Peak height,20260424_CVOL_Group_03_IAA_50uM.mzML Peak height,20260424_CVOL_Group_03_Pt_1A_0m.mzML Peak height,20260424_CVOL_Group_03_Pt_1A_20m.mzML Peak height,20260424_CVOL_Group_03_Pt_1B_0m.mzML Peak height,20260424_CVOL_Group_03_Pt_1B_20m.mzML Peak height,20260424_CVOL_Group_03_Pt_2A_0m.mzML Peak height,20260424_CVOL_Group_03_Pt_2A_20m.mzML Peak height,20260424_CVOL_Group_03_Pt_2B_0m.mzML Peak height,20260424_CVOL_Group_03_Pt_2B_20m.mzML Peak height,20260424_CVOL_Group_03_QC_01.mzML Peak height,20260424_CVOL_Group_03_QC_02.mzML Peak height,20260424_CVOL_Group_03_QC_03.mzML Peak height,20260424_CVOL_Group_03_QC_04.mzML Peak height,20260424_CVOL_Group_03_QC_05.mzML Peak height,20260424_CVOL_Group_03_QC_06.mzML Peak height,20260424_CVOL_Group_03_bl.mzML Peak height,20260424_CVOL_Group_03_wt_1A_0m.mzML Peak height,20260424_CVOL_Group_03_wt_1A_20m.mzML Peak height,20260424_CVOL_Group_03_wt_1B_0m.mzML Peak height,20260424_CVOL_Group_03_wt_1B_20m.mzML Peak height,20260424_CVOL_Group_03_wt_2A_0m.mzML Peak height,20260424_CVOL_Group_03_wt_2A_20m.mzML Peak height,20260424_CVOL_Group_03_wt_2B_0m.mzML Peak height,20260424_CVOL_Group_03_wt_2B_20m.mzML Peak height,20260424_CVOL_bk_mapp_05.mzML Peak height,
541,260.2584522582038,5.28094,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,614477.2,
542,250.1777384377965,5.3613834,,,,,,,,,,,1090430.8,1023920.1,877611.5,811926.3,926390.7,851588.5,858226.7,1017024.25,956277.9,940345.3,907418.25,828982.56,815091.3,802588.1,804114.75,841344.2,1235308.4,963408.0,900110.25,981121.8,872229.1,901522.8,947656.8,851097.6,941992.25,1127060.8,
543,228.1958321190568,5.3621335,,,,,,,,,,,752323.6,700534.56,629722.44,614121.44,661626.1,634525.56,596583.44,734837.06,656671.94,652520.56,650721.1,629534.8,615547.8,633708.9,602851.6,640583.2,896000.25,739954.4,626610.25,716749.9,658605.06,675116.3,714632.8,656933.06,700272.7,812513.7,
544,183.08633965436388,5.3787975,,,,,,,,,,,0,287708.47,257449.84,338051.2,262006.1,0,307388.62,276712.06,269355.34,236501.66,0,259824.56,349861.8,411050.25,347348.34,362523.53,0,251651.53,0,284623.62,249548.12,249174.89,247100.98,0,0,0,
545,225.14851297326183,5.4823785,,,,,,,,,,,5510524.5,5083917.0,4941050.5,4098984.2,4703855.0,4219027.5,4922172.0,4792177.0,5088842.5,4363043.5,4367449.0,4257835.5,4166838.2,3956933.8,4244389.0,4499586.5,5920160.0,5169732.5,4867755.0,5218334.0,4821987.5,4968748.5,4620856.0,4619430.0,4767960.0,5711407.0,
546,468.19128047825615,5.5312843,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,510053.1,638948.0,711984.1,659589.6,663690.25,695883.7,0,0,0,0,0,0,0,0,0,0,
547,451.1646295938645,5.532531,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,2601407.5,3115847.5,3507789.0,3281985.0,3205052.8,3322645.2,562785.56,0,0,0,0,0,0,0,0,0,
548,189.0909887196139,5.664675,,,,,,,,,,,1083409.8,1003288.0,935793.1,979592.94,896299.9,979542.2,918127.75,930829.44,903805.8,968974.0,979163.56,887400.94,924274.4,923944.6,934243.6,895459.94,1264725.1,1002864.56,1014180.0,971115.06,989512.0,942810.8,997121.5,975670.7,989509.9,1177165.8,
549,183.08634291217993,5.719263,,,,,,,,,,,0,320072.16,275262.7,348582.2,251016.94,312823.0,348495.78,285708.47,275564.72,262283.62,0,261018.58,360529.34,406010.22,354837.47,365188.78,0,264678.25,271479.9,331360.88,296535.34,290509.47,260763.19,273883.16,244616.38,0,
550,165.12741364181122,5.6999536,,,,,,,,,,,938929.4,959403.25,950560.5,912317.9,935466.2,924166.6,936824.9,995460.94,911852.3,959979.5,843361.44,867398.3,880408.25,859790.6,853261.5,943868.75,1177557.6,953816.7,949092.2,976637.4,946663.4,940444.44,929379.9,954401.0,945892.06,1226375.4,
551,158.00293592721434,5.699631,,,,,,,,,,,277222.6,282595.47,259857.84,262444.78,267176.0,268533.4,257063.03,274716.22,274475.78,259768.34,270086.34,242042.73,228545.48,235011.27,251026.05,253260.45,337931.66,284462.84,280572.1,295411.97,271557.03,285264.06,275081.62,285750.22,291042.78,313699.4,
552,276.2798420285747,5.719426,,,,,,,,,,,0,247888.86,317135.56,268368.53,282683.94,0,424643.16,0,274173.06,414962.47,0,0,0,0,0,0,898459.5,354812.7,423450.75,312444.53,262242.9,443397.5,315542.5,409685.97,450794.3,923221.8,
553,296.2558659631829,5.718601,,,,,,,,,,,0,0,0,0,0,0,300028.62,0,0,259937.86,0,0,0,0,0,0,458937.28,0,241985.5,0,0,0,0,266373.47,0,573562.4,
554,275.27696726926246,5.7186637,,,,,,,,,,,2052052.9,2842373.8,3885366.5,3283525.0,3353351.5,2837993.8,4776593.5,2141651.5,3326523.8,4908986.5,404711.25,433256.84,440091.34,439128.62,484728.8,572232.75,1.0296738E7,4285073.5,4759584.0,4030029.5,3101344.0,5155479.5,3785063.8,4976857.0,4836339.5,1.1239671E7,
555,245.0784689536125,5.7322206,,,,,,,,,,,291790.34,288664.53,251509.27,268277.0,269255.34,0,0,264270.3,302896.97,293225.88,0,0,0,240992.6,240368.31,0,427117.0,294589.6,256062.48,298022.12,273795.8,288866.25,279553.88,270353.3,271849.06,448642.03,
556,177.0546533335652,5.7303395,,,,,,,,,,,364235.6,378337.72,331541.9,341926.8,360600.9,349486.72,331157.12,321846.3,377459.34,376075.8,328798.62,341619.22,304385.56,365938.6,341986.9,309787.56,436090.47,408743.7,325115.56,366724.25,370893.0,388679.06,372947.53,358720.88,387460.16,444211.47,
557,230.24785660079914,5.7483044,,,,,,,,,,,1269217.8,1208522.8,1118203.4,1125217.2,1336345.4,1292507.8,1818265.8,1136441.2,1487914.5,1831646.6,0,250178.14,254757.75,245110.55,279676.62,358041.3,3220955.2,1505696.5,2014530.4,1423896.5,1241094.2,1699400.4,1299347.1,1897676.0,1454637.4,3131547.0,
558,290.26889887717317,5.795408,,,,,,,,,,,0,686329.4,860639.9,454346.0,591157.3,419412.38,1046534.44,269563.0,388928.8,904374.5,0,0,0,0,0,0,1701529.8,698850.06,1062899.5,719720.1,539497.56,973306.0,733318.2,829430.8,808924.94,2640770.5,
559,131.1179896038246,5.8229184,,,,,,,,,,,258262.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
560,288.2896683817147,5.824897,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,451653.84,
561,451.1646121047358,5.830045,,,,,,,,,,,0,0,228410.88,0,258368.0,264384.34,0,0,302183.5,0,3284042.8,4013299.2,4743748.5,5378569.0,4867886.0,6178475.5,908235.5,0,0,457164.0,0,0,0,0,0,0,
562,473.14659521550635,5.829431,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,339721.3,462742.12,480986.53,545303.9,492378.94,608922.06,0,0,0,0,0,0,0,0,0,0,
563,468.1912727602726,5.831297,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,321623.97,412440.53,455520.62,490068.53,481668.53,582990.2,0,0,0,0,0,0,0,0,0,0,
564,244.26349022051113,5.865582,,,,,,,,,,,490915.8,485889.88,597984.8,586412.56,673777.9,624000.56,426685.78,618634.3,611232.1,569984.25,0,0,0,0,0,0,1372000.5,696011.8,590320.94,651526.5,517553.47,619099.2,650244.44,621968.1,648766.1,0,
565,272.2583895561644,5.874073,,,,,,,,,,,387139.38,294536.3,385929.28,391142.44,409385.97,399193.9,473589.9,397264.6,548049.0,574449.75,0,0,0,0,0,0,1020508.3,402353.56,575394.7,444900.88,430744.97,490090.4,377029.62,530159.7,485232.5,1256884.9,
566,262.1437615908598,5.924117,,,,,,,,,,,512525.9,444625.47,414061.12,412187.3,394378.34,414605.56,677808.44,400580.03,459416.34,589993.6,0,0,0,0,0,0,957489.25,468597.16,612586.56,454763.97,381043.9,572487.1,424808.62,643094.56,438429.62,675449.5,
567,293.2109934380073,5.949041,,,,,,,,,,,0,0,0,275670.75,0,326055.28,0,448961.16,305592.3,411771.0,0,0,0,0,0,0,0,0,0,0,0,0,327888.5,0,327685.97,0,
568,415.2115011469191,5.9469585,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1057156.4,0,0,0,0,0,0,0,0,0,
569,437.1935562868825,5.9469585,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1381614.2,0,0,0,0,0,0,0,0,0,
570,453.1674579407443,5.9469585,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,467956.84,0,0,0,0,0,0,0,0,0,
571,275.20060218692953,5.9496617,,,,,,,,,,,0,0,0,390880.16,330107.94,467622.7,262917.4,619522.6,403986.56,602722.9,0,0,0,0,0,0,0,0,0,0,224942.61,0,433758.66,229858.31,477505.75,0,
572,288.2896482204012,5.9681206,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1899628.9,
573,191.14305107240372,6.028842,,,,,,,,,,,819543.6,747136.25,777160.4,713277.6,753176.2,781031.25,769906.94,755820.06,769683.9,748085.1,722550.56,697130.9,761680.3,736914.8,719556.3,742378.25,893430.2,815878.3,771103.2,798097.3,817969.7,805928.5,784461.94,760255.44,731597.3,961369.9,
574,312.1883862145854,6.055459,,,,,,,,,,,550266.3,604284.6,509086.84,424491.97,547704.6,466019.5,501827.22,483800.3,502059.7,553820.56,474228.25,461391.06,539005.75,472106.66,488395.47,546411.3,607595.5,492392.53,516556.12,572857.06,552898.1,541702.25,573166.3,505848.6,547466.44,599466.06,
575,183.08630194148293,6.0789776,,,,,,,,,,,0,328866.0,299578.84,379925.34,308969.03,327421.16,381477.4,317982.34,304470.34,276300.1,0,279097.75,396653.72,516844.53,414577.53,444674.25,0,327839.03,270369.53,339823.62,309294.22,285189.97,296846.97,255479.9,260256.84,0,
576,407.30097235801367,6.0751777,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,580810.0,686381.75,766494.5,782461.06,764425.25,923570.7,0,0,0,0,0,0,0,0,0,0,
577,419.30137479062296,6.0777555,,,,,,,,,,,0,0,0,238054.38,0,312645.3,0,0,356599.62,0,806119.75,1082179.9,1186916.1,1507405.2,1295264.1,1578915.2,0,0,0,308985.2,0,0,0,0,0,0,
578,394.288800322166,6.077682,,,,,,,,,,,0,0,1614868.5,2533338.5,1486668.1,2943604.8,1503499.5,2252420.8,3724142.5,1116871.2,8753909.0,1.0585715E7,1.086775E7,1.4172671E7,1.3681542E7,1.5651479E7,0,1224220.5,1459584.2,3123457.0,430126.94,1148284.5,1160183.5,899835.1,1178560.0,0,
579,393.28569613450657,6.077078,,,,,,,,,,,0,0,6889130.0,1.0634365E7,6140406.5,1.1653872E7,6461145.5,9716023.0,1.5360411E7,5048948.5,3.4858676E7,4.616804E7,4.913837E7,5.8963764E7,5.5111588E7,6.3928896E7,0,5256197.5,6240192.0,1.302002E7,1905582.2,4965995.5,4741329.5,3749312.5,4463732.5,0,
580,376.25912394022544,6.077101,,,,,,,,,,,0,0,4863151.5,7692173.5,4383529.0,7870757.0,4621618.5,6926973.5,1.0885698E7,3629718.8,2.4825392E7,3.3467754E7,3.515003E7,4.220069E7,4.106559E7,4.5731804E7,0,3688832.8,4400645.0,9045354.0,1361781.9,3485822.8,3401390.8,2581286.5,2999725.2,0,
581,768.5375573036412,6.0770383,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,626240.75,1240943.8,1309767.1,1531263.0,1709736.1,1948227.4,0,0,0,0,0,0,0,0,0,0,
582,421.3169096407304,6.077328,,,,,,,,,,,0,0,3913823.0,6153648.0,3503629.2,6240036.5,3878139.5,5594544.5,8709357.0,2994181.5,1.7638496E7,2.3206058E7,2.4496632E7,2.8561582E7,3.1115444E7,3.3383206E7,0,2987595.0,3505914.0,7155166.0,1141962.6,2713181.8,2794569.2,2048093.2,2429118.2,0,
583,398.2407189273002,6.078111,,,,,,,,,,,0,0,716429.0,1190599.6,662945.3,1264771.0,726440.3,1036720.56,1611440.9,516220.7,3755253.0,5579456.5,5509736.5,6727269.5,6595281.0,6787437.0,0,545094.8,708695.25,1355219.4,0,545272.06,537574.0,429440.72,494452.28,0,
584,414.2149421553493,6.0783215,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,356004.78,611740.7,465052.78,600333.6,666419.6,674341.5,0,0,0,0,0,0,0,0,0,0,
585,449.34808396554604,6.0791874,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,361585.16,521274.66,491412.3,506379.75,510687.6,534638.8,0,0,0,0,0,0,0,0,0,0,
586,239.1253386007236,6.118686,,,,,,,,,,,211978.58,0,0,0,0,0,0,0,204174.47,0,0,0,0,0,0,0,317241.66,215654.11,0,0,0,0,0,212076.22,0,341547.88,
587,288.28963082073574,6.1307,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,344114.78,0,0,0,0,0,0,0,0,2252437.8,
588,191.14305587004358,6.145836,,,,,,,,,,,399678.6,374195.3,354295.66,323620.1,335085.56,364976.84,373694.03,335991.38,344629.53,338585.44,333909.62,326809.06,322038.8,317973.5,338177.53,331619.6,453309.88,346252.78,349884.6,341427.16,360445.8,340973.9,357766.84,376799.7,359775.5,424119.4,
589,281.1383422766006,6.1603045,,,,,,,,,,,449002.97,620558.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2222935.8,0,0,0,0,0,0,0,0,0,
590,502.27995556414913,6.1636925,,,,,,,,,,,496360.88,590506.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1022550.4,0,0,0,0,0,0,0,0,0,
591,851.3980712762828,6.1636925,,,,,,,,,,,422748.53,1028493.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4859227.5,0,0,0,0,0,0,0,0,0,
592,179.14298726894748,6.158378,,,,,,,,,,,697910.94,626985.9,497220.78,467430.75,512382.47,472539.94,472463.6,484505.84,447019.3,540258.3,506749.66,486217.97,500524.16,479742.47,471762.97,516083.22,735705.25,547041.0,534829.94,515861.94,485914.84,471056.47,476138.22,498891.5,542639.44,629434.5,
593,460.2694593639848,6.1624675,,,,,,,,,,,2.1605698E7,2.55843E7,509882.12,471489.75,589260.3,393833.56,443234.38,511148.84,579588.0,618647.44,0,0,0,0,0,0,5.919632E7,865592.5,588675.06,768733.8,513265.6,584671.5,535303.1,510115.56,680834.2,0,
594,415.2115296324466,6.1625557,,,,,,,,,,,1.3986954E7,1.9749646E7,310048.38,301322.8,336017.56,245480.89,287624.3,317517.9,357956.53,380872.06,0,0,0,0,0,0,6.908831E7,519815.97,358491.56,460909.44,285937.78,368933.47,338621.72,286909.5,391208.34,0,
595,432.2384747842568,6.1636925,,,,,,,,,,,2401925.8,3437693.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2005748E7,0,0,0,0,0,0,0,0,0,
596,446.25384574832555,6.164002,,,,,,,,,,,767712.06,956980.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2384582.8,0,0,0,0,0,0,0,0,0,
597,437.1935494298734,6.1622844,,,,,,,,,,,1.0487271E7,1.4059493E7,0,0,308170.3,0,0,272038.6,287642.38,300866.0,0,0,0,0,0,0,3.53509E7,404159.97,298204.38,413314.88,0,306948.75,0,222757.53,302769.16,0,
598,453.16776565688116,6.1673903,,,,,,,,,,,5182350.5,6348481.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2616778E7,0,0,0,0,0,0,0,0,0,
599,506.2751625572232,6.1816673,,,,,,,,,,,0,436495.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,577653.44,0,0,0,0,0,0,0,0,0,
600,511.2304419401931,6.1867623,,,,,,,,,,,583937.56,1116144.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1199477.8,0,0,0,0,0,0,0,0,0,
601,534.306509998745,6.199472,,,,,,,,,,,457800.3,809789.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,762206.7,0,0,0,0,0,0,0,0,0,
602,252.23218539888794,6.2475233,,,,,,,,,,,593341.7,1071531.6,412705.7,498047.6,465128.06,371038.84,412103.44,496367.25,573348.3,467023.16,0,0,0,0,0,0,1636388.2,652672.4,519512.25,646575.7,400775.2,560968.6,442249.47,437923.84,520791.0,0,
603,292.22464132219017,6.2498717,,,,,,,,,,,575719.2,1040858.5,390849.9,505140.5,448741.3,360242.66,384670.53,484465.53,545663.06,442901.1,0,0,0,0,0,0,1444984.4,615914.6,494356.84,637058.3,402927.16,520780.62,421057.22,448975.9,504432.53,0,
604,191.14306255254297,6.2737412,,,,,,,,,,,0,347852.72,362998.72,335054.94,344594.3,347242.03,385929.7,342425.72,373247.28,362395.88,350177.06,330861.56,329530.75,357395.72,365194.16,341424.0,432412.94,343980.03,376592.5,355834.25,382880.47,358490.47,366078.72,348325.44,359966.9,427019.66,
605,165.12741997061644,6.312057,,,,,,,,,,,415687.2,434649.47,417530.28,414814.47,375867.28,385191.97,413977.62,441875.4,420349.75,403096.8,389562.94,394519.4,364348.1,369063.22,404900.25,405771.47,467735.62,406861.8,425343.16,412527.88,406130.6,439290.06,418833.34,416305.22,419398.75,476571.0,
606,276.23223442523386,6.333487,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402831.28,0,0,0,0,0,0,0,0,0,
607,453.1675379582013,6.3642263,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,946924.7,0,0,0,0,0,0,0,0,0,
608,437.1935430081439,6.366117,,,,,,,,,,,237222.92,350650.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2411921.2,0,0,0,0,0,0,0,0,0,
609,415.2115625776344,6.4319725,,,,,,,,,,,0,0,0,0,0,0,0,0,0,9481581.0,0,0,0,0,0,0,1590299.5,0,0,0,0,0,8792261.0,0,0,0,
610,460.26941545533884,6.428996,,,,,,,,,,,0,357984.0,0,0,0,0,0,0,0,1.688339E7,0,0,0,2043635.9,0,0,2300624.8,0,0,0,0,0,1.5144979E7,0,0,0,
611,295.19035733266026,6.3903456,,,,,,,,,,,787088.1,639019.25,567206.4,604350.94,588202.4,572739.94,1005328.75,557949.4,547551.1,804075.94,435843.44,433363.3,433285.34,417317.84,438738.84,399305.62,895181.94,606609.3,751593.06,675488.4,543383.56,802969.0,636489.56,679361.5,562970.9,634674.75,
612,387.1932315346255,6.420743,,,,,,,,,,,0,0,0,0,293008.84,0,0,0,0,0,613104.6,640336.5,741406.0,850039.44,869756.1,972891.9,4412554.0,0,0,0,0,0,0,0,0,0,
613,409.17514278874444,6.422525,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,381876.38,389352.06,464396.62,478081.03,539113.06,547507.6,1908277.5,0,0,0,0,0,0,0,0,0,
614,432.251175387432,6.422525,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,325951.62,315287.03,373340.88,401583.22,451190.7,492536.75,1998297.2,0,0,0,0,0,0,0,0,0,
615,167.0703065913562,6.4422903,,,,,,,,,,,489652.7,484046.88,382169.9,446219.5,416541.4,409306.78,408609.7,387393.9,427342.78,459683.5,405962.25,420707.9,419579.9,408125.38,388044.34,416055.9,458481.9,435618.66,410725.16,481773.3,406336.3,435531.97,451745.12,400908.38,411677.94,489952.06,
616,205.15877685565718,6.446081,,,,,,,,,,,583971.6,467238.22,451130.22,441060.78,466119.47,471670.1,427857.38,412224.75,452028.4,488917.78,452794.44,442636.56,449018.38,404039.7,445926.25,468806.53,564271.3,530331.2,442633.0,560991.0,469628.38,444390.06,506514.7,421392.66,482312.53,497941.0,
617,135.0805043294413,6.473244,,,,,,,,,,,629780.6,1446188.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7525154.0,0,0,0,0,0,0,0,0,0,
618,483.2490777194207,6.473244,,,,,,,,,,,701121.06,1076636.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2796997.8,0,0,0,0,0,0,0,0,0,
619,415.21160939017204,6.4760737,,,,,,,,,,,5.2858976E7,1.1622168E8,1.0069294E7,1.0964656E7,1.2097429E7,9968406.0,1.2420298E7,1.3535239E7,1.1698354E7,9970379.0,1260693.0,1205793.8,1326158.2,1170136.0,1545474.5,1676432.5,6.457224E8,1.8204252E7,1.3131205E7,1.3628021E7,1.0317062E7,1.2292089E7,1.2312675E7,1.0541241E7,1.4163512E7,0,
620,432.238317067621,6.476425,,,,,,,,,,,2.4492604E7,5.710372E7,4715421.0,5634432.5,5637056.5,4827280.0,5950577.5,6531888.0,5762082.0,4971308.5,636789.4,583705.0,667521.0,603298.25,734313.5,808643.75,3.0524915E8,9136324.0,6486395.5,6622921.0,4880527.5,6052666.5,6043558.0,5340599.0,7130628.5,0,
621,281.138360826048,6.4750633,,,,,,,,,,,1576351.4,3463644.2,310543.62,345168.2,415530.06,392551.0,387475.78,388544.53,385983.28,338195.75,0,0,0,0,0,0,1.976014E7,577313.8,428201.97,456260.25,334965.7,404603.97,467704.97,366135.56,449356.12,0,
622,458.25408284949395,6.476887,,,,,,,,,,,1320105.5,2800316.0,245612.47,309419.22,0,0,335551.72,358226.03,309997.62,0,0,0,0,0,0,0,1.3152629E7,489909.38,0,341646.38,0,315850.7,321458.9,0,328399.66,0,
623,476.26420978247285,6.4772034,,,,,,,,,,,795901.94,1240256.6,0,0,0,0,0,269014.78,0,0,0,0,0,0,0,0,1512797.1,353394.56,0,0,0,270177.0,0,0,291255.2,0,
624,437.1934778880256,6.476855,,,,,,,,,,,2.5243746E7,3.584522E7,6306032.0,7057490.0,7797658.5,6856829.5,8359132.0,8815604.0,7383504.0,6430181.0,858748.2,782776.25,852421.25,773027.5,1014460.94,1091540.4,5.5120276E7,1.1840401E7,8966344.0,8727963.0,6863125.0,8188086.5,7901023.0,7063634.5,9121477.0,0,
625,851.3981392395071,6.4768205,,,,,,,,,,,2343934.5,8046219.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.521631E7,0,0,0,0,0,0,0,0,0,
626,867.3719911045328,6.4768205,,,,,,,,,,,1291196.9,3206043.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8993857.0,0,0,0,0,0,0,0,0,0,
627,453.16765661130694,6.47685,,,,,,,,,,,1.2183637E7,1.3866781E7,3449169.0,3941234.8,4339146.0,3762437.5,4493705.0,4940075.5,4147236.8,3595812.5,462866.44,447680.97,421188.66,396712.56,584683.94,588898.44,1.9037518E7,6482815.0,4910746.0,4734389.0,3896583.8,4433364.5,4377054.5,3847385.2,5107512.0,0,
628,460.2693943669725,6.4772334,,,,,,,,,,,5.9623696E7,9.215799E7,1.7230196E7,1.8795656E7,2.095143E7,1.6600702E7,2.1174756E7,2.3501922E7,1.9237364E7,1.7571876E7,2420323.0,2263562.0,2410622.5,2250555.8,3021947.8,3292961.5,1.4889504E8,2.9712622E7,2.2050392E7,2.152937E7,1.832072E7,2.02298E7,2.103654E7,1.7833938E7,2.3303886E7,0,
629,295.1176731236587,6.4768205,,,,,,,,,,,408360.4,988519.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4992104.0,0,0,0,0,0,0,0,0,0,
630,397.2010635543807,6.4768205,,,,,,,,,,,516265.44,1144072.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6237342.0,0,0,0,0,0,0,0,0,0,
631,418.2192881587196,6.47394,,,,,,,,,,,0,755661.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3394822.5,0,0,0,0,0,0,0,0,0,
632,459.25759209122725,6.47394,,,,,,,,,,,0,781537.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3661887.5,0,0,0,0,0,0,0,0,0,
633,499.16378116560446,6.47394,,,,,,,,,,,0,843019.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2361362.8,0,0,0,0,0,0,0,0,0,
634,531.2743848076815,6.4773173,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3601414.2,0,0,0,0,0,0,0,0,0,
635,846.4430384268055,6.47394,,,,,,,,,,,0,3155865.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.554083E7,0,0,0,0,0,0,0,0,0,
636,849.452392172194,6.4773173,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2625152.5,0,0,0,0,0,0,0,0,0,
637,143.9590249318077,6.4793563,,,,,,,,,,,331519.03,378982.66,280493.2,321205.62,303157.47,268068.28,328107.06,321949.72,288906.47,292656.75,0,0,225772.1,0,245004.98,0,306925.7,340636.16,335599.25,282984.03,293561.94,300031.62,316126.53,311355.5,341375.44,0,
638,446.2538415562037,6.4772296,,,,,,,,,,,2225377.8,3713863.0,626248.6,690234.8,943840.44,598010.0,783329.06,780643.1,748310.25,646144.3,0,0,0,0,0,0,6359390.5,1139438.6,842166.4,764234.2,585177.2,718981.56,744215.1,653120.75,848996.7,0,
639,502.2800178586185,6.4766917,,,,,,,,,,,1433599.6,2274874.5,327259.78,404989.8,526774.25,425391.94,447397.25,505330.47,405474.97,0,0,0,0,0,0,0,2473894.8,645376.56,515750.72,488923.03,421226.1,427699.4,406201.12,426760.03,484374.34,0,
640,231.13554884450718,6.484842,,,,,,,,,,,0,0,313603.56,348266.1,317817.34,371815.56,317067.56,345969.3,290880.9,315644.25,446166.53,336065.25,352702.88,359541.3,397443.66,353015.3,0,340066.28,315774.47,278421.3,344024.62,370550.9,328975.56,340674.88,375311.28,486852.84,
641,183.08634784672628,6.483102,,,,,,,,,,,271593.4,529828.5,349146.8,422465.44,362564.53,430324.6,450487.97,366284.47,343882.78,334963.72,0,310605.2,444815.3,523581.47,431798.22,435696.7,0,393710.7,328779.03,364182.66,348537.53,339440.56,337632.1,300830.78,326817.22,0,
642,302.3052886229028,6.529666,,,,,,,,,,,249623.33,525856.6,895403.75,454763.03,591483.44,494732.0,1182553.4,425147.88,390693.28,727899.5,0,0,0,0,0,0,1103059.9,635421.8,865642.5,613664.94,639860.3,897612.8,610683.3,799847.25,852955.25,2457482.5,
643,278.24787899141955,6.636082,,,,,,,,,,,772269.9,1447926.5,526569.3,666360.75,617001.2,503915.38,586055.6,686156.44,740734.25,652839.94,0,0,0,0,0,0,627566.56,920812.94,664101.56,902002.9,569743.3,818048.4,611963.56,660686.7,706769.9,0,
644,318.2402783721315,6.636627,,,,,,,,,,,763919.25,1455362.5,555935.6,706773.3,662181.44,522751.5,618767.8,695280.94,761886.75,687611.6,0,0,0,0,0,0,613052.7,896487.1,684861.94,920570.6,599221.9,784157.56,643084.4,625181.2,743977.9,0,
645,460.2693708880026,6.560834,,,,,,,,,,,1139663.8,2393751.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7872484E7,253317.3,0,239191.72,0,0,0,0,0,0,
646,415.2114513724149,6.5936027,,,,,,,,,,,2425531.5,4947377.0,0,313918.34,235594.75,0,246256.19,237903.05,0,320372.53,0,0,0,0,0,0,2.0298038E7,293919.4,0,340186.97,0,281906.38,280490.6,0,263840.9,0,
