"canopus_formulaRank"	"canopus_molecularFormula"	"canopus_adduct"	"canopus_precursorFormula"	"canopus_NPC#pathway"	"canopus_NPC#pathway Probability"	"canopus_NPC#superclass"	"canopus_NPC#superclass Probability"	"canopus_NPC#class"	"canopus_NPC#class Probability"	"canopus_ClassyFire#superclass"	"canopus_ClassyFire#superclass probability"	"canopus_ClassyFire#class"	"canopus_ClassyFire#class Probability"	"canopus_ClassyFire#subclass"	"canopus_ClassyFire#subclass Probability"	"canopus_ClassyFire#level 5"	"canopus_ClassyFire#level 5 Probability"	"canopus_ClassyFire#most specific class"	"canopus_ClassyFire#most specific class Probability"	"canopus_ClassyFire#all classifications"	"canopus_ionMass"	"canopus_retentionTimeInSeconds"	"canopus_retentionTimeInMinutes"	"canopus_formulaId"	"canopus_alignedFeatureId"	"canopus_compoundId"	"canopus_mappingFeatureId"	"canopus_overallFeatureQuality"	"feature_id"
4	"C30H57N3O9"	"[M - H2O + H]+"	"C30H56N3O8+"	"Amino acids and Peptides"	0.699	"Oligopeptides"	0.87	"Depsipeptides"	0.322	"Organic acids and derivatives"	1	"Peptidomimetics"	0.829	"Depsipeptides"	0.655	NA	NA	"Depsipeptides"	0.655	"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Lactones; Alpha amino acids and derivatives; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Alpha amino acid esters; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acid esters; Secondary alcohols; Secondary carboxylic acid amides; Peptidomimetics; Carbonyl compounds; Macrolide lactams; Depsipeptides; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Valine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	586.402	244	4.072	839408651098952576	839408490071229440	839408490071229440	339	NA	339
1	"C20H44N4O8"	"[M + H]+"	"C20H45N4O8+"	"Amino acids and Peptides"	0.724	"Small peptides"	0.641	"Tripeptides"	0.33	"Organic acids and derivatives"	1	"Carboxylic acids and derivatives"	0.998	"Amino acids, peptides, and analogues"	0.994	"Amino acids and derivatives"	0.993	"Alpha amino acid esters"	0.74	"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Fatty amides; Branched fatty acids; Amino acids and derivatives; Alpha amino acid esters; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acid esters; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Valine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	469.323	244	4.073	839408683298625408	839408490230612992	839408490226418688	343	NA	343
1	"C56H102N10O11"	"[M + Na]+"	"C56H102N10NaO11+"	"Amino acids and Peptides"	0.91	"Oligopeptides"	0.999	"Lipopeptides"	0.765	"Organic acids and derivatives"	0.999	"Carboxylic acids and derivatives"	0.997	"Amino acids, peptides, and analogues"	0.993	"Amino acids and derivatives"	0.989	"N-acyl-alpha amino acids and derivatives"	0.732	"Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Pyrrolidines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Primary carboxylic acid amides; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Peptidomimetics; Carbonyl compounds; Alpha amino acid amides; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	1113.759	244	4.074	839408694711327232	839408490381607936	839408490381607936	347	NA	347
3	"C56H103N11O14"	"[M + H3N + H]+"	"C56H107N12O14+"	"Amino acids and Peptides"	0.899	"Oligopeptides"	1	"Lipopeptides"	0.95	"Organic acids and derivatives"	1	"Peptidomimetics"	0.925	"Depsipeptides"	0.932	"Cyclic depsipeptides"	0.934	"Cyclic depsipeptides"	0.934	"Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Lactones; Alpha amino acids and derivatives; Macrolactams; Alcohols and polyols; Lactams; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Alpha amino acid esters; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Carboxylic acid esters; Secondary alcohols; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Peptidomimetics; Carbonyl compounds; Macrolide lactams; Depsipeptides; Cyclic depsipeptides; Fatty Acyls; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	1171.797	244	4.075	839408675081983744	839408490268361728	839408490268361728	344	NA	344
10	"C67H96N2O25"	"[M + K]+"	"C67H96KN2O25+"	"Polyketides"	0.892	"Macrolides"	0.95	"Spirotetronate macrolides"	0.747	"Organic oxygen compounds"	0.998	"Organooxygen compounds"	0.996	"Carbohydrates and carbohydrate conjugates"	0.934	"Aminosaccharides"	0.866	"Aminoglycosides"	0.727	"Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Lactones; Alcohols and polyols; Macrolides and analogues; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Aminoglycosides; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid derivatives; Carboxylic acid esters; Acetals; Secondary alcohols; Carbonyl compounds; 1,2-aminoalcohols; Oxanes; Glycosyl compounds; O-glycosyl compounds; Polyols; Amines; Alkanolamines; Aminosaccharides; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	1367.596	245	4.076	839409154964895744	839408490150921216	839408490150921216	341	NA	341
2	"C21H43NO9"	"[M + H3N + H]+"	"C21H47N2O9+"	"Fatty acids"	0.522	"Fatty amides"	0.209	"N-acyl amines"	0.282	"Organic acids and derivatives"	0.98	"Carboxylic acids and derivatives"	0.959	"Amino acids, peptides, and analogues"	0.735	"Amino acids and derivatives"	0.733	"Valine and derivatives"	0.573	"Organic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Amino acids and derivatives; Carboxylic acid derivatives; Carboxylic acid esters; Monosaccharides; Secondary alcohols; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Valine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	471.329	245	4.076	839408669235123584	839408490465494016	839408490465494016	349	NA	349
2	"C40H77N5O12"	"[M + H]+"	"C40H78N5O12+"	"Amino acids and Peptides"	0.503	"Oligopeptides"	0.999	"Lipopeptides"	0.899	"Organic acids and derivatives"	1	"Peptidomimetics"	0.979	"Depsipeptides"	0.957	"Cyclic depsipeptides"	0.965	"Cyclic depsipeptides"	0.965	"Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Lactones; Alpha amino acids and derivatives; Macrolactams; Alcohols and polyols; Macrolides and analogues; Lactams; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Alpha amino acid esters; Carboxylic acid amides; Carboxylic acid derivatives; Carboxylic acid esters; Secondary alcohols; Secondary carboxylic acid amides; Peptidomimetics; Carbonyl compounds; Macrolide lactams; Depsipeptides; Cyclic depsipeptides; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	820.56	245	4.076	839408670606660992	839408490507437056	839408490503242752	350	NA	350
5	"C34H56N2O7"	"[M - H2O + H]+"	"C34H55N2O6+"	"Amino acids and Peptides"	0.347	"Macrolides"	0.417	"Open-chain polyketides"	0.234	"Lipids and lipid-like molecules"	0.841	"Fatty Acyls"	0.658	"Fatty amides"	0.582	NA	NA	"Fatty amides"	0.582	"Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	587.406	245	4.077	839408690928064896	839408489559524352	839408489559524352	325	NA	325
1	"C15H33N3O6"	"[M + H]+"	"C15H34N3O6+"	"Amino acids and Peptides"	0.831	"Small peptides"	0.895	"Tripeptides"	0.242	"Organic acids and derivatives"	0.999	"Carboxylic acids and derivatives"	0.995	"Amino acids, peptides, and analogues"	0.979	"Amino acids and derivatives"	0.977	"Alpha amino acid esters"	0.62	"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Amino acids and derivatives; Alpha amino acid esters; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acid esters; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Valine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	352.244	245	4.077	839408694107347456	839408490666820736	839408490666820736	354	NA	354
1	"C30H55N5O5"	"[M + Na]+"	"C30H55N5NaO5+"	"Amino acids and Peptides"	0.989	"Oligopeptides"	0.882	"Tripeptides"	0.27	"Organic acids and derivatives"	0.999	"Carboxylic acids and derivatives"	0.997	"Amino acids, peptides, and analogues"	0.99	"Peptides"	0.81	"Dipeptides"	0.529	"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; N-acyl-alpha amino acids and derivatives; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; N-acylpyrrolidines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Valine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Dipeptides; Chemical entities"	588.408	245	4.082	839408660594857088	839408490926867584	839408490926867584	361	NA	361
2	"C70H127N13O16"	"[M + H]+"	"C70H128N13O16+"	"Amino acids and Peptides"	0.928	"Oligopeptides"	1	"Lipopeptides"	0.933	"Organic acids and derivatives"	1	"Peptidomimetics"	0.926	"Depsipeptides"	0.898	"Cyclic depsipeptides"	0.91	"Cyclic depsipeptides"	0.91	"Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Lactones; Alpha amino acids and derivatives; Macrolactams; Alcohols and polyols; Lactams; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Alpha amino acid esters; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Carboxylic acid esters; Secondary alcohols; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Peptidomimetics; Carbonyl compounds; Macrolide lactams; Depsipeptides; Cyclic depsipeptides; Alpha amino acid amides; Fatty Acyls; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	1406.958	245	4.09	839408672158553728	839408490855564416	839408490855564416	359	NA	359
1	"C7H16N3O3PS"	"[M - H2O + H]+"	"C7H15N3O2PS+"	"Amino acids and Peptides"	0.335	"Small peptides"	0.363	"Aminoacids"	0.173	"Organosulfur compounds"	0.724	"Sulfenyl compounds"	0.523	NA	NA	NA	NA	"Sulfenyl compounds"	0.523	"Organic compounds; Organosulfur compounds; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Sulfenyl compounds; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	236.062	246	4.098	839408702605007744	839408491170137216	839408491165942912	368	NA	368
1	"C13H20FN3"	"[M + H]+"	"C13H21FN3+"	"Alkaloids"	0.696	"Pseudoalkaloids (transamidation)"	0.201	"Phenylalanine-derived alkaloids"	0.082	"Benzenoids"	0.889	"Benzene and substituted derivatives"	0.837	"Halobenzenes"	0.394	"Fluorobenzenes"	0.548	"Fluorobenzenes"	0.548	"Organic compounds; Organohalogen compounds; Organonitrogen compounds; Aryl fluorides; Fluorobenzenes; Organofluorides; Benzene and substituted derivatives; Benzenoids; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities"	238.171	246	4.107	839408686536628352	839408491031725184	839408491031725184	364	NA	364
1	"C6H15NO5S"	"[M + Na]+"	"C6H15NNaO5S+"	"Fatty acids"	0.384	"Spingolipids"	0.077	"Sphingoid bases"	0.27	"Organic acids and derivatives"	0.986	"Organic sulfonic acids and derivatives"	0.944	"Organosulfonic acids and derivatives"	0.944	"Alkanesulfonic acids and derivatives"	0.968	"Alkanesulfonic acids"	0.943	"Organic compounds; Organosulfur compounds; Alcohols and polyols; Organic acids and derivatives; Organosulfonic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Sulfonyls; Organosulfonic acids; 1,2-aminoalcohols; Amines; Alkanolamines; Alkanesulfonic acids and derivatives; Alkanesulfonic acids; Organic oxides; Hydrocarbon derivatives; Organic sulfonic acids and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	236.059	247	4.123	839408663728002304	839408491308549248	839408491308549248	372	NA	372
3	"C56H102N18O15"	"[M - H2O + H]+"	"C56H101N18O14+"	"Amino acids and Peptides"	0.922	"Oligopeptides"	1	"Lipopeptides"	0.941	"Organic acids and derivatives"	1	"Peptidomimetics"	0.868	"Depsipeptides"	0.842	"Cyclic depsipeptides"	0.848	"Cyclic depsipeptides"	0.848	"Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Lactones; Alpha amino acids and derivatives; Macrolactams; Alcohols and polyols; Lactams; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Alpha amino acid esters; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Carboxylic acid esters; Secondary alcohols; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Peptidomimetics; Carbonyl compounds; Macrolide lactams; Depsipeptides; Cyclic depsipeptides; Alpha amino acid amides; Amines; Primary amines; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	1249.774	247	4.123	839408746213188864	839408491237246080	839408491237246080	370	NA	370
15	"C61H93N7O13"	"[M + H]+"	"C61H94N7O13+"	"Amino acids and Peptides"	0.705	"Oligopeptides"	0.999	"Lipopeptides"	0.959	"Organic acids and derivatives"	1	"Peptidomimetics"	0.978	"Depsipeptides"	0.956	"Cyclic depsipeptides"	0.964	"Cyclic depsipeptides"	0.964	"Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Lactones; Alpha amino acids and derivatives; Macrolactams; Alcohols and polyols; Lactams; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Alpha amino acid esters; Carboxylic acid amides; Carboxylic acid derivatives; Carboxylic acids; Carboxylic acid esters; Secondary alcohols; Secondary carboxylic acid amides; Peptidomimetics; Carbonyl compounds; Macrolide lactams; Depsipeptides; Cyclic depsipeptides; Fatty Acyls; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	1132.695	248	4.132	839408733458309632	839408491274994816	839408491270800512	371	NA	371
6	"C50H84N10O13"	"[M - H2O + H]+"	"C50H83N10O12+"	"Amino acids and Peptides"	0.925	"Oligopeptides"	1	"Lipopeptides"	0.994	"Organic acids and derivatives"	1	"Peptidomimetics"	0.977	"Depsipeptides"	0.974	"Cyclic depsipeptides"	0.978	"Cyclic depsipeptides"	0.978	"Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Lactones; Alpha amino acids and derivatives; Macrolactams; Alcohols and polyols; Lactams; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Alpha amino acid esters; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Carboxylic acids; Carboxylic acid esters; Secondary alcohols; Secondary carboxylic acid amides; Peptidomimetics; Carbonyl compounds; Macrolide lactams; Depsipeptides; Cyclic depsipeptides; Fatty Acyls; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	1015.617	248	4.138	839408668396262656	839408491384046720	839408491379852416	374	NA	374
3	"C45H73N9O11"	"[M - H2O + H]+"	"C45H72N9O10+"	"Amino acids and Peptides"	0.88	"Oligopeptides"	1	"Lipopeptides"	0.987	"Organic acids and derivatives"	1	"Peptidomimetics"	0.957	"Depsipeptides"	0.954	"Cyclic depsipeptides"	0.961	"Cyclic depsipeptides"	0.961	"Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Lactones; Alpha amino acids and derivatives; Macrolactams; Alcohols and polyols; Lactams; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Alpha amino acid esters; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; Carboxylic acids; Carboxylic acid esters; Secondary alcohols; Secondary carboxylic acid amides; Peptidomimetics; Carbonyl compounds; Macrolide lactams; Depsipeptides; Cyclic depsipeptides; Fatty Acyls; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	898.538	248	4.14	839408671160309248	839408491417601152	839408491417601152	375	NA	375
3	"C49H93N19O14"	"[M + K]+"	"C49H93KN19O14+"	"Amino acids and Peptides"	0.95	"Oligopeptides"	1	"Lipopeptides"	0.993	"Organic acids and derivatives"	1	"Peptidomimetics"	0.935	"Depsipeptides"	0.924	"Cyclic depsipeptides"	0.934	"Cyclic depsipeptides"	0.934	"Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Lactones; Alpha amino acids and derivatives; Macrolactams; Alcohols and polyols; Lactams; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Alpha amino acid esters; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Carboxylic acid esters; Secondary alcohols; Secondary carboxylic acid amides; Peptidomimetics; Carbonyl compounds; Macrolide lactams; Depsipeptides; Cyclic depsipeptides; Primary amines; Fatty Acyls; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	1210.673	249	4.142	839408688763803904	839408491493098624	839408491488904320	377	NA	377
3	"C40H60N8O8"	"[M + H]+"	"C40H61N8O8+"	"Amino acids and Peptides"	0.951	"Oligopeptides"	0.989	"Linear peptides"	0.488	"Organic acids and derivatives"	1	"Carboxylic acids and derivatives"	0.998	"Amino acids, peptides, and analogues"	0.995	"Peptides"	0.778	"Peptides"	0.778	"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Branched fatty acids; Amino acids and derivatives; Peptides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; N-acylpyrrolidines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Valine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	781.459	249	4.142	839408964925174144	839408491530847360	839408491530847360	378	NA	378
1	"C52H84N6O9"	"[M + H]+"	"C52H85N6O9+"	"Amino acids and Peptides"	0.818	"Oligopeptides"	0.999	"Microcolins and mirabimids"	0.788	"Organic acids and derivatives"	1	"Peptidomimetics"	0.781	"Depsipeptides"	0.645	"Cyclic depsipeptides"	0.507	"Cyclic depsipeptides"	0.507	"Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Pyrrolidines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Alpha amino acid esters; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acid esters; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Peptidomimetics; Carbonyl compounds; Depsipeptides; Cyclic depsipeptides; Alpha amino acid amides; N-acylpyrrolidines; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Valine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	937.639	249	4.143	839408738864767744	839408492180964608	839408492180964608	395	NA	395
3	"C15H13N5O2"	"[M + H3N + H]+"	"C15H17N6O2+"	"Alkaloids"	0.58	"Pseudoalkaloids (transamidation)"	0.202	"Purine alkaloids"	0.396	"Benzenoids"	0.972	"Benzene and substituted derivatives"	0.785	NA	NA	NA	NA	"Benzene and substituted derivatives"	0.785	"Organic compounds; Organoheterocyclic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Azoles; Diazines; Benzene and substituted derivatives; Benzenoids; Amines; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	313.142	249	4.145	839408678559061760	839408491602150528	839408491602150528	380	NA	380
1	"C7H16N3O3PS"	"[M - H2O + H]+"	"C7H15N3O2PS+"	"Amino acids and Peptides"	0.503	"Small peptides"	0.337	"Aminoacids"	0.25	"Organic nitrogen compounds"	0.998	"Organonitrogen compounds"	0.986	NA	NA	NA	NA	"Organonitrogen compounds"	0.986	"Organic compounds; Organosulfur compounds; Organonitrogen compounds; Organooxygen compounds; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	236.062	249	4.145	839408742375400320	839408492071912704	839408492071912704	392	NA	392
2	"C35H51N7O7"	"[M - H2O + H]+"	"C35H50N7O6+"	"Amino acids and Peptides"	0.991	"Oligopeptides"	0.994	"Linear peptides"	0.668	"Organic acids and derivatives"	0.999	"Carboxylic acids and derivatives"	0.998	"Amino acids, peptides, and analogues"	0.994	"Peptides"	0.887	"Peptides"	0.887	"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Phenethylamines; Amphetamines and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Primary carboxylic acid amides; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Alpha amino acid amides; Benzenoids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Valine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	664.38	249	4.145	839408757500061312	839408491639899264	839408491639899264	381	NA	381
1	"C40H77N5O12"	"[M + H]+"	"C40H78N5O12+"	"Amino acids and Peptides"	0.719	"Oligopeptides"	0.998	"Lipopeptides"	0.884	"Organic acids and derivatives"	1	"Peptidomimetics"	0.975	"Depsipeptides"	0.919	"Cyclic depsipeptides"	0.937	"Cyclic depsipeptides"	0.937	"Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Lactones; Alpha amino acids and derivatives; Macrolactams; Alcohols and polyols; Macrolides and analogues; Lactams; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Alpha amino acid esters; Carboxylic acid amides; Carboxylic acid derivatives; Carboxylic acid esters; Secondary alcohols; Secondary carboxylic acid amides; Peptidomimetics; Carbonyl compounds; Macrolide lactams; Depsipeptides; Cyclic depsipeptides; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	820.56	249	4.145	839408693780191744	839408492105467136	839408492105467136	393	NA	393
