row ID,row m/z,row retention time,intensity_measure,ion_mobility,ion_mobility_unit,ccs,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,20260424_CVOL_Group_03_BB_10mM.mzML Peak area,20260424_CVOL_Group_03_IAA_50uM.mzML Peak area,20260424_CVOL_Group_03_Pt_1A_0m.mzML Peak area,20260424_CVOL_Group_03_Pt_1A_20m.mzML Peak area,20260424_CVOL_Group_03_Pt_1B_0m.mzML Peak area,20260424_CVOL_Group_03_Pt_1B_20m.mzML Peak area,20260424_CVOL_Group_03_Pt_2A_0m.mzML Peak area,20260424_CVOL_Group_03_Pt_2A_20m.mzML Peak area,20260424_CVOL_Group_03_Pt_2B_0m.mzML Peak area,20260424_CVOL_Group_03_Pt_2B_20m.mzML Peak area,20260424_CVOL_Group_03_QC_01.mzML Peak area,20260424_CVOL_Group_03_QC_02.mzML Peak area,20260424_CVOL_Group_03_QC_03.mzML Peak area,20260424_CVOL_Group_03_QC_04.mzML Peak area,20260424_CVOL_Group_03_QC_05.mzML Peak area,20260424_CVOL_Group_03_QC_06.mzML Peak area,20260424_CVOL_Group_03_bl.mzML Peak area,20260424_CVOL_Group_03_wt_1A_0m.mzML Peak area,20260424_CVOL_Group_03_wt_1A_20m.mzML Peak area,20260424_CVOL_Group_03_wt_1B_0m.mzML Peak area,20260424_CVOL_Group_03_wt_1B_20m.mzML Peak area,20260424_CVOL_Group_03_wt_2A_0m.mzML Peak area,20260424_CVOL_Group_03_wt_2A_20m.mzML Peak area,20260424_CVOL_Group_03_wt_2B_0m.mzML Peak area,20260424_CVOL_Group_03_wt_2B_20m.mzML Peak area,20260424_CVOL_bk_mapp_05.mzML Peak area,Unnamed: 39
563,468.1912727602726,5.831297,height,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,321623.97,412440.53,455520.62,490068.53,481668.53,582990.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
564,244.26349022051116,5.865582,height,,,,,,,,,,,490915.8,485889.88,597984.8,586412.56,673777.9,624000.56,426685.78,618634.3,611232.1,569984.25,0.0,0.0,0.0,0.0,0.0,0.0,1372000.5,696011.8,590320.94,651526.5,517553.47,619099.2,650244.44,621968.1,648766.1,0.0,
565,272.2583895561644,5.874073,height,,,,,,,,,,,387139.38,294536.3,385929.28,391142.44,409385.97,399193.9,473589.9,397264.6,548049.0,574449.75,0.0,0.0,0.0,0.0,0.0,0.0,1020508.3,402353.56,575394.7,444900.88,430744.97,490090.4,377029.62,530159.7,485232.5,1256884.9,
566,262.1437615908598,5.924117,height,,,,,,,,,,,512525.9,444625.47,414061.12,412187.3,394378.34,414605.56,677808.44,400580.03,459416.34,589993.6,0.0,0.0,0.0,0.0,0.0,0.0,957489.25,468597.16,612586.56,454763.97,381043.9,572487.1,424808.62,643094.56,438429.62,675449.5,
567,293.2109934380073,5.949041,height,,,,,,,,,,,0.0,0.0,0.0,275670.75,0.0,326055.28,0.0,448961.16,305592.3,411771.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,327888.5,0.0,327685.97,0.0,
568,415.2115011469191,5.9469585,height,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1057156.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
569,437.1935562868825,5.9469585,height,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1381614.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
570,453.1674579407443,5.9469585,height,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,467956.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
571,275.2006021869296,5.9496617,height,,,,,,,,,,,0.0,0.0,0.0,390880.16,330107.94,467622.7,262917.4,619522.6,403986.56,602722.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224942.61,0.0,433758.66,229858.31,477505.75,0.0,
572,288.2896482204012,5.9681206,height,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1899628.9,
573,191.1430510724037,6.028842,height,,,,,,,,,,,819543.6,747136.25,777160.4,713277.6,753176.2,781031.25,769906.94,755820.06,769683.9,748085.1,722550.56,697130.9,761680.3,736914.8,719556.3,742378.25,893430.2,815878.3,771103.2,798097.3,817969.7,805928.5,784461.94,760255.44,731597.3,961369.9,
574,312.1883862145854,6.055459,height,,,,,,,,,,,550266.3,604284.6,509086.84,424491.97,547704.6,466019.5,501827.22,483800.3,502059.7,553820.56,474228.25,461391.06,539005.75,472106.66,488395.47,546411.3,607595.5,492392.53,516556.12,572857.06,552898.1,541702.25,573166.3,505848.6,547466.44,599466.06,
575,183.08630194148293,6.0789776,height,,,,,,,,,,,0.0,328866.0,299578.84,379925.34,308969.03,327421.16,381477.4,317982.34,304470.34,276300.1,0.0,279097.75,396653.72,516844.53,414577.53,444674.25,0.0,327839.03,270369.53,339823.62,309294.22,285189.97,296846.97,255479.9,260256.84,0.0,
576,407.30097235801367,6.0751777,height,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580810.0,686381.75,766494.5,782461.06,764425.25,923570.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
577,419.30137479062296,6.0777555,height,,,,,,,,,,,0.0,0.0,0.0,238054.38,0.0,312645.3,0.0,0.0,356599.62,0.0,806119.75,1082179.9,1186916.1,1507405.2,1295264.1,1578915.2,0.0,0.0,0.0,308985.2,0.0,0.0,0.0,0.0,0.0,0.0,
578,394.288800322166,6.077682,height,,,,,,,,,,,0.0,0.0,1614868.5,2533338.5,1486668.1,2943604.8,1503499.5,2252420.8,3724142.5,1116871.2,8753909.0,10585715.0,10867750.0,14172671.0,13681542.0,15651479.0,0.0,1224220.5,1459584.2,3123457.0,430126.94,1148284.5,1160183.5,899835.1,1178560.0,0.0,
579,393.28569613450657,6.077078,height,,,,,,,,,,,0.0,0.0,6889130.0,10634365.0,6140406.5,11653872.0,6461145.5,9716023.0,15360411.0,5048948.5,34858676.0,46168040.0,49138370.0,58963764.0,55111588.0,63928896.0,0.0,5256197.5,6240192.0,13020020.0,1905582.2,4965995.5,4741329.5,3749312.5,4463732.5,0.0,
580,376.25912394022544,6.077101,height,,,,,,,,,,,0.0,0.0,4863151.5,7692173.5,4383529.0,7870757.0,4621618.5,6926973.5,10885698.0,3629718.8,24825392.0,33467754.0,35150030.0,42200690.0,41065590.0,45731804.0,0.0,3688832.8,4400645.0,9045354.0,1361781.9,3485822.8,3401390.8,2581286.5,2999725.2,0.0,
581,768.5375573036412,6.0770383,height,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,626240.75,1240943.8,1309767.1,1531263.0,1709736.1,1948227.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
582,421.3169096407304,6.077328,height,,,,,,,,,,,0.0,0.0,3913823.0,6153648.0,3503629.2,6240036.5,3878139.5,5594544.5,8709357.0,2994181.5,17638496.0,23206058.0,24496632.0,28561582.0,31115444.0,33383206.0,0.0,2987595.0,3505914.0,7155166.0,1141962.6,2713181.8,2794569.2,2048093.2,2429118.2,0.0,
583,398.2407189273002,6.078111,height,,,,,,,,,,,0.0,0.0,716429.0,1190599.6,662945.3,1264771.0,726440.3,1036720.56,1611440.9,516220.7,3755253.0,5579456.5,5509736.5,6727269.5,6595281.0,6787437.0,0.0,545094.8,708695.25,1355219.4,0.0,545272.06,537574.0,429440.72,494452.28,0.0,
584,414.2149421553493,6.0783215,height,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,356004.78,611740.7,465052.78,600333.6,666419.6,674341.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
585,449.3480839655461,6.0791874,height,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,361585.16,521274.66,491412.3,506379.75,510687.6,534638.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
586,239.1253386007236,6.118686,height,,,,,,,,,,,211978.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,204174.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,317241.66,215654.11,0.0,0.0,0.0,0.0,0.0,212076.22,0.0,341547.88,
587,288.28963082073574,6.1307,height,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,344114.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2252437.8,
588,191.1430558700436,6.145836,height,,,,,,,,,,,399678.6,374195.3,354295.66,323620.1,335085.56,364976.84,373694.03,335991.38,344629.53,338585.44,333909.62,326809.06,322038.8,317973.5,338177.53,331619.6,453309.88,346252.78,349884.6,341427.16,360445.8,340973.9,357766.84,376799.7,359775.5,424119.4,
589,281.1383422766006,6.1603045,height,,,,,,,,,,,449002.97,620558.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2222935.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
590,502.27995556414913,6.1636925,height,,,,,,,,,,,496360.88,590506.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1022550.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
591,851.3980712762828,6.1636925,height,,,,,,,,,,,422748.53,1028493.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4859227.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
592,179.14298726894748,6.158378,height,,,,,,,,,,,697910.94,626985.9,497220.78,467430.75,512382.47,472539.94,472463.6,484505.84,447019.3,540258.3,506749.66,486217.97,500524.16,479742.47,471762.97,516083.22,735705.25,547041.0,534829.94,515861.94,485914.84,471056.47,476138.22,498891.5,542639.44,629434.5,
593,460.2694593639848,6.1624675,height,,,,,,,,,,,21605698.0,25584300.0,509882.12,471489.75,589260.3,393833.56,443234.38,511148.84,579588.0,618647.44,0.0,0.0,0.0,0.0,0.0,0.0,59196320.0,865592.5,588675.06,768733.8,513265.6,584671.5,535303.1,510115.56,680834.2,0.0,
594,415.2115296324466,6.1625557,height,,,,,,,,,,,13986954.0,19749646.0,310048.38,301322.8,336017.56,245480.89,287624.3,317517.9,357956.53,380872.06,0.0,0.0,0.0,0.0,0.0,0.0,69088310.0,519815.97,358491.56,460909.44,285937.78,368933.47,338621.72,286909.5,391208.34,0.0,
595,432.2384747842568,6.1636925,height,,,,,,,,,,,2401925.8,3437693.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12005748.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
596,446.2538457483256,6.164002,height,,,,,,,,,,,767712.06,956980.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2384582.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
597,437.1935494298734,6.1622844,height,,,,,,,,,,,10487271.0,14059493.0,0.0,0.0,308170.3,0.0,0.0,272038.6,287642.38,300866.0,0.0,0.0,0.0,0.0,0.0,0.0,35350900.0,404159.97,298204.38,413314.88,0.0,306948.75,0.0,222757.53,302769.16,0.0,
598,453.1677656568812,6.1673903,height,,,,,,,,,,,5182350.5,6348481.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12616778.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
599,506.2751625572232,6.1816673,height,,,,,,,,,,,0.0,436495.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,577653.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
600,511.2304419401931,6.1867623,height,,,,,,,,,,,583937.56,1116144.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1199477.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
601,534.306509998745,6.199472,height,,,,,,,,,,,457800.3,809789.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,762206.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
602,252.23218539888796,6.2475233,height,,,,,,,,,,,593341.7,1071531.6,412705.7,498047.6,465128.06,371038.84,412103.44,496367.25,573348.3,467023.16,0.0,0.0,0.0,0.0,0.0,0.0,1636388.2,652672.4,519512.25,646575.7,400775.2,560968.6,442249.47,437923.84,520791.0,0.0,
603,292.22464132219017,6.2498717,height,,,,,,,,,,,575719.2,1040858.5,390849.9,505140.5,448741.3,360242.66,384670.53,484465.53,545663.06,442901.1,0.0,0.0,0.0,0.0,0.0,0.0,1444984.4,615914.6,494356.84,637058.3,402927.16,520780.62,421057.22,448975.9,504432.53,0.0,
604,191.14306255254297,6.2737412,height,,,,,,,,,,,0.0,347852.72,362998.72,335054.94,344594.3,347242.03,385929.7,342425.72,373247.28,362395.88,350177.06,330861.56,329530.75,357395.72,365194.16,341424.0,432412.94,343980.03,376592.5,355834.25,382880.47,358490.47,366078.72,348325.44,359966.9,427019.66,
605,165.12741997061644,6.312057,height,,,,,,,,,,,415687.2,434649.47,417530.28,414814.47,375867.28,385191.97,413977.62,441875.4,420349.75,403096.8,389562.94,394519.4,364348.1,369063.22,404900.25,405771.47,467735.62,406861.8,425343.16,412527.88,406130.6,439290.06,418833.34,416305.22,419398.75,476571.0,
606,276.23223442523386,6.333487,height,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,402831.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
607,453.1675379582013,6.3642263,height,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,946924.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
608,437.1935430081439,6.366117,height,,,,,,,,,,,237222.92,350650.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2411921.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
609,415.2115625776344,6.4319725,height,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9481581.0,0.0,0.0,0.0,0.0,0.0,0.0,1590299.5,0.0,0.0,0.0,0.0,0.0,8792261.0,0.0,0.0,0.0,
610,460.2694154553389,6.428996,height,,,,,,,,,,,0.0,357984.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16883390.0,0.0,0.0,0.0,2043635.9,0.0,0.0,2300624.8,0.0,0.0,0.0,0.0,0.0,15144979.0,0.0,0.0,0.0,
611,295.19035733266026,6.3903456,height,,,,,,,,,,,787088.1,639019.25,567206.4,604350.94,588202.4,572739.94,1005328.75,557949.4,547551.1,804075.94,435843.44,433363.3,433285.34,417317.84,438738.84,399305.62,895181.94,606609.3,751593.06,675488.4,543383.56,802969.0,636489.56,679361.5,562970.9,634674.75,
612,387.1932315346255,6.420743,height,,,,,,,,,,,0.0,0.0,0.0,0.0,293008.84,0.0,0.0,0.0,0.0,0.0,613104.6,640336.5,741406.0,850039.44,869756.1,972891.9,4412554.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
613,409.1751427887445,6.422525,height,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,381876.38,389352.06,464396.62,478081.03,539113.06,547507.6,1908277.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
614,432.251175387432,6.422525,height,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,325951.62,315287.03,373340.88,401583.22,451190.7,492536.75,1998297.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
615,167.0703065913562,6.4422903,height,,,,,,,,,,,489652.7,484046.88,382169.9,446219.5,416541.4,409306.78,408609.7,387393.9,427342.78,459683.5,405962.25,420707.9,419579.9,408125.38,388044.34,416055.9,458481.9,435618.66,410725.16,481773.3,406336.3,435531.97,451745.12,400908.38,411677.94,489952.06,
616,205.1587768556572,6.446081,height,,,,,,,,,,,583971.6,467238.22,451130.22,441060.78,466119.47,471670.1,427857.38,412224.75,452028.4,488917.78,452794.44,442636.56,449018.38,404039.7,445926.25,468806.53,564271.3,530331.2,442633.0,560991.0,469628.38,444390.06,506514.7,421392.66,482312.53,497941.0,
617,135.0805043294413,6.473244,height,,,,,,,,,,,629780.6,1446188.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7525154.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
618,483.2490777194207,6.473244,height,,,,,,,,,,,701121.06,1076636.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2796997.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
619,415.211609390172,6.4760737,height,,,,,,,,,,,52858976.0,116221680.0,10069294.0,10964656.0,12097429.0,9968406.0,12420298.0,13535239.0,11698354.0,9970379.0,1260693.0,1205793.8,1326158.2,1170136.0,1545474.5,1676432.5,645722400.0,18204252.0,13131205.0,13628021.0,10317062.0,12292089.0,12312675.0,10541241.0,14163512.0,0.0,
620,432.238317067621,6.476425,height,,,,,,,,,,,24492604.0,57103720.0,4715421.0,5634432.5,5637056.5,4827280.0,5950577.5,6531888.0,5762082.0,4971308.5,636789.4,583705.0,667521.0,603298.25,734313.5,808643.75,305249150.0,9136324.0,6486395.5,6622921.0,4880527.5,6052666.5,6043558.0,5340599.0,7130628.5,0.0,
621,281.138360826048,6.4750633,height,,,,,,,,,,,1576351.4,3463644.2,310543.62,345168.2,415530.06,392551.0,387475.78,388544.53,385983.28,338195.75,0.0,0.0,0.0,0.0,0.0,0.0,19760140.0,577313.8,428201.97,456260.25,334965.7,404603.97,467704.97,366135.56,449356.12,0.0,
622,458.254082849494,6.476887,height,,,,,,,,,,,1320105.5,2800316.0,245612.47,309419.22,0.0,0.0,335551.72,358226.03,309997.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13152629.0,489909.38,0.0,341646.38,0.0,315850.7,321458.9,0.0,328399.66,0.0,
623,476.2642097824729,6.4772034,height,,,,,,,,,,,795901.94,1240256.6,0.0,0.0,0.0,0.0,0.0,269014.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1512797.1,353394.56,0.0,0.0,0.0,270177.0,0.0,0.0,291255.2,0.0,
624,437.1934778880256,6.476855,height,,,,,,,,,,,25243746.0,35845220.0,6306032.0,7057490.0,7797658.5,6856829.5,8359132.0,8815604.0,7383504.0,6430181.0,858748.2,782776.25,852421.25,773027.5,1014460.94,1091540.4,55120276.0,11840401.0,8966344.0,8727963.0,6863125.0,8188086.5,7901023.0,7063634.5,9121477.0,0.0,
625,851.3981392395071,6.4768205,height,,,,,,,,,,,2343934.5,8046219.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45216310.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
626,867.3719911045328,6.4768205,height,,,,,,,,,,,1291196.9,3206043.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8993857.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
627,453.1676566113069,6.47685,height,,,,,,,,,,,12183637.0,13866781.0,3449169.0,3941234.8,4339146.0,3762437.5,4493705.0,4940075.5,4147236.8,3595812.5,462866.44,447680.97,421188.66,396712.56,584683.94,588898.44,19037518.0,6482815.0,4910746.0,4734389.0,3896583.8,4433364.5,4377054.5,3847385.2,5107512.0,0.0,
628,460.2693943669725,6.4772334,height,,,,,,,,,,,59623696.0,92157990.0,17230196.0,18795656.0,20951430.0,16600702.0,21174756.0,23501922.0,19237364.0,17571876.0,2420323.0,2263562.0,2410622.5,2250555.8,3021947.8,3292961.5,148895040.0,29712622.0,22050392.0,21529370.0,18320720.0,20229800.0,21036540.0,17833938.0,23303886.0,0.0,
629,295.1176731236587,6.4768205,height,,,,,,,,,,,408360.4,988519.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4992104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
630,397.2010635543807,6.4768205,height,,,,,,,,,,,516265.44,1144072.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6237342.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
631,418.2192881587196,6.47394,height,,,,,,,,,,,0.0,755661.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3394822.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
632,459.25759209122725,6.47394,height,,,,,,,,,,,0.0,781537.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3661887.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
633,499.16378116560446,6.47394,height,,,,,,,,,,,0.0,843019.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2361362.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
634,531.2743848076815,6.4773173,height,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3601414.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
635,846.4430384268055,6.47394,height,,,,,,,,,,,0.0,3155865.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75540830.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
636,849.452392172194,6.4773173,height,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2625152.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
637,143.9590249318077,6.4793563,height,,,,,,,,,,,331519.03,378982.66,280493.2,321205.62,303157.47,268068.28,328107.06,321949.72,288906.47,292656.75,0.0,0.0,225772.1,0.0,245004.98,0.0,306925.7,340636.16,335599.25,282984.03,293561.94,300031.62,316126.53,311355.5,341375.44,0.0,
638,446.2538415562037,6.4772296,height,,,,,,,,,,,2225377.8,3713863.0,626248.6,690234.8,943840.44,598010.0,783329.06,780643.1,748310.25,646144.3,0.0,0.0,0.0,0.0,0.0,0.0,6359390.5,1139438.6,842166.4,764234.2,585177.2,718981.56,744215.1,653120.75,848996.7,0.0,
639,502.2800178586185,6.4766917,height,,,,,,,,,,,1433599.6,2274874.5,327259.78,404989.8,526774.25,425391.94,447397.25,505330.47,405474.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2473894.8,645376.56,515750.72,488923.03,421226.1,427699.4,406201.12,426760.03,484374.34,0.0,
640,231.1355488445072,6.484842,height,,,,,,,,,,,0.0,0.0,313603.56,348266.1,317817.34,371815.56,317067.56,345969.3,290880.9,315644.25,446166.53,336065.25,352702.88,359541.3,397443.66,353015.3,0.0,340066.28,315774.47,278421.3,344024.62,370550.9,328975.56,340674.88,375311.28,486852.84,
641,183.08634784672628,6.483102,height,,,,,,,,,,,271593.4,529828.5,349146.8,422465.44,362564.53,430324.6,450487.97,366284.47,343882.78,334963.72,0.0,310605.2,444815.3,523581.47,431798.22,435696.7,0.0,393710.7,328779.03,364182.66,348537.53,339440.56,337632.1,300830.78,326817.22,0.0,
642,302.3052886229028,6.529666,height,,,,,,,,,,,249623.33,525856.6,895403.75,454763.03,591483.44,494732.0,1182553.4,425147.88,390693.28,727899.5,0.0,0.0,0.0,0.0,0.0,0.0,1103059.9,635421.8,865642.5,613664.94,639860.3,897612.8,610683.3,799847.25,852955.25,2457482.5,
643,278.24787899141955,6.636082,height,,,,,,,,,,,772269.9,1447926.5,526569.3,666360.75,617001.2,503915.38,586055.6,686156.44,740734.25,652839.94,0.0,0.0,0.0,0.0,0.0,0.0,627566.56,920812.94,664101.56,902002.9,569743.3,818048.4,611963.56,660686.7,706769.9,0.0,
644,318.2402783721315,6.636627,height,,,,,,,,,,,763919.25,1455362.5,555935.6,706773.3,662181.44,522751.5,618767.8,695280.94,761886.75,687611.6,0.0,0.0,0.0,0.0,0.0,0.0,613052.7,896487.1,684861.94,920570.6,599221.9,784157.56,643084.4,625181.2,743977.9,0.0,
645,460.2693708880026,6.560834,height,,,,,,,,,,,1139663.8,2393751.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17872484.0,253317.3,0.0,239191.72,0.0,0.0,0.0,0.0,0.0,0.0,
646,415.2114513724149,6.5936027,height,,,,,,,,,,,2425531.5,4947377.0,0.0,313918.34,235594.75,0.0,246256.19,237903.05,0.0,320372.53,0.0,0.0,0.0,0.0,0.0,0.0,20298038.0,293919.4,0.0,340186.97,0.0,281906.38,280490.6,0.0,263840.9,0.0,
647,437.19346817837857,6.592667,height,,,,,,,,,,,2180879.2,4520929.5,0.0,334254.72,243498.44,0.0,267100.4,242773.64,0.0,335354.38,0.0,0.0,0.0,0.0,0.0,0.0,13038711.0,322014.12,296961.78,317364.53,0.0,301471.38,273463.3,0.0,267383.94,0.0,
648,453.1674270880352,6.5930824,height,,,,,,,,,,,907324.25,1688358.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4241098.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
649,851.397826662152,6.592689,height,,,,,,,,,,,0.0,412731.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1792928.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
650,318.2402796639489,6.639706,height,,,,,,,,,,,792210.56,1328452.9,505497.22,652286.7,627460.1,522008.75,611198.0,687036.94,782046.1,631768.0,0.0,0.0,0.0,0.0,0.0,0.0,1769111.9,903153.94,696818.6,861468.44,610293.44,778759.1,643397.4,638123.4,745537.6,0.0,
